Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number
85,,,282366.258,4824977.847,50.517,100,-5.69400492,43.54601348,50.517,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 11:56:55.4 UTC+02:00,2026-04-30 11:56:55.4 UTC+02:00,1,2.3,2.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2754.648,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
86,,,282357.825,4824987.266,50.579,100,-5.69411297,43.54609574,50.579,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 11:57:11.0 UTC+02:00,2026-04-30 11:57:11.0 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2743.745,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
87,,,282356.359,4824990.419,50.559,100,-5.69413236,43.54612367,50.559,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 11:57:15.6 UTC+02:00,2026-04-30 11:57:15.6 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2740.369,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
88,,,282352.954,4824996.508,50.505,100,-5.69417691,43.54617745,50.505,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 11:57:25.2 UTC+02:00,2026-04-30 11:57:25.2 UTC+02:00,1,1.9,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2733.735,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
89,,,282350.030,4824998.172,50.490,100,-5.69421373,43.54619156,50.490,Global,0.013,0.010,0.024,0.016,1.934,m,FIX,RTK,2026-04-30 11:57:30.4 UTC+02:00,2026-04-30 11:57:30.4 UTC+02:00,1,1.8,2.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2731.532,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
90,,,282345.609,4824999.087,50.629,100,-5.69426876,43.54619850,50.629,Global,0.011,0.010,0.021,0.015,1.934,m,FIX,RTK,2026-04-30 11:57:36.8 UTC+02:00,2026-04-30 11:57:36.8 UTC+02:00,1,1.9,2.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2729.768,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
91,,,282341.675,4824999.846,50.660,100,-5.69431770,43.54620418,50.660,Global,0.014,0.013,0.021,0.019,1.934,m,FIX,RTK,2026-04-30 11:57:42.2 UTC+02:00,2026-04-30 11:57:42.2 UTC+02:00,1,1.9,2.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2728.261,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
92,,,282338.929,4824997.510,50.809,100,-5.69435073,43.54618236,50.809,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 11:57:47.0 UTC+02:00,2026-04-30 11:57:47.0 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2730.018,XIXO3M,ETRS89 / UTM zone 30N,9,9,7,11,0,Reach RS3,824349ADB8F8C4C3
93,,,282334.991,4824994.703,50.830,100,-5.69439830,43.54615597,50.830,Global,0.012,0.011,0.016,0.016,1.934,m,FIX,RTK,2026-04-30 11:57:51.6 UTC+02:00,2026-04-30 11:57:51.6 UTC+02:00,1,1.8,2.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2732.018,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
94,,,282329.978,4824993.177,51.018,100,-5.69445967,43.54614078,51.018,Global,0.011,0.013,0.018,0.017,1.934,m,FIX,RTK,2026-04-30 11:57:56.6 UTC+02:00,2026-04-30 11:57:56.6 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2732.558,XIXO3M,ETRS89 / UTM zone 30N,9,9,7,11,0,Reach RS3,824349ADB8F8C4C3
95,,,282326.614,4824988.906,51.256,100,-5.69449956,43.54610139,51.256,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 11:58:02.2 UTC+02:00,2026-04-30 11:58:02.2 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2736.109,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
96,,,282326.093,4824977.956,51.719,80,-5.69450161,43.54600275,51.719,Global,0.011,0.010,0.016,0.015,1.934,m,FIX,RTK,2026-04-30 11:58:15.0 UTC+02:00,2026-04-30 11:58:15.0 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2746.743,XIXO3M,ETRS89 / UTM zone 30N,9,9,7,11,0,Reach RS3,824349ADB8F8C4C3
97,,,282332.051,4824964.677,51.746,50,-5.69442261,43.54588505,51.746,Global,0.010,0.010,0.017,0.014,1.934,m,FIX,RTK,2026-04-30 11:58:28.0 UTC+02:00,2026-04-30 11:58:28.0 UTC+02:00,1,2.6,3.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2760.888,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
98,,,282335.600,4824954.005,51.755,50,-5.69437445,43.54579010,51.755,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 11:58:38.6 UTC+02:00,2026-04-30 11:58:38.6 UTC+02:00,1,2.0,2.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2772.026,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
99,,,282344.388,4824943.104,51.436,50,-5.69426142,43.54569461,51.436,Global,0.011,0.010,0.017,0.015,1.934,m,FIX,RTK,2026-04-30 11:58:49.2 UTC+02:00,2026-04-30 11:58:49.2 UTC+02:00,1,1.6,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2784.393,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
100,,,282352.295,4824931.861,51.265,50,-5.69415914,43.54559580,51.265,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 11:58:59.0 UTC+02:00,2026-04-30 11:58:59.0 UTC+02:00,1,1.6,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2796.936,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
101,,,282354.563,4824925.271,51.357,50,-5.69412845,43.54553719,51.357,Global,0.014,0.010,0.025,0.017,1.934,m,FIX,RTK,2026-04-30 11:59:04.2 UTC+02:00,2026-04-30 11:59:04.2 UTC+02:00,1,2.6,3.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2803.830,XIXO3M,ETRS89 / UTM zone 30N,9,9,7,11,0,Reach RS3,824349ADB8F8C4C3
102,,,282359.242,4824920.777,51.127,50,-5.69406880,43.54549813,51.127,Global,0.010,0.010,0.017,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:09.2 UTC+02:00,2026-04-30 11:59:09.2 UTC+02:00,1,2.0,2.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2809.147,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,10,0,Reach RS3,824349ADB8F8C4C3
103,,,282363.194,4824905.527,51.430,20,-5.69401382,43.54536212,51.430,Global,0.010,0.010,0.017,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:27.8 UTC+02:00,2026-04-30 11:59:27.8 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2824.850,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,10,0,Reach RS3,824349ADB8F8C4C3
104,,,282364.634,4824896.976,51.725,20,-5.69399259,43.54528563,51.725,Global,0.010,0.010,0.021,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:34.6 UTC+02:00,2026-04-30 11:59:34.6 UTC+02:00,1,2.2,2.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2833.500,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
105,,,282367.759,4824888.337,51.927,20,-5.69395049,43.54520884,51.927,Global,0.010,0.010,0.016,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:41.4 UTC+02:00,2026-04-30 11:59:41.4 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2842.567,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
106,,,282369.882,4824878.643,52.177,20,-5.69392034,43.54512227,52.177,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:49.0 UTC+02:00,2026-04-30 11:59:49.0 UTC+02:00,1,2.0,2.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2852.472,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,11,0,Reach RS3,824349ADB8F8C4C3
107,,,282373.648,4824872.689,52.150,20,-5.69387139,43.54506981,52.150,Global,0.010,0.010,0.014,0.014,1.934,m,FIX,RTK,2026-04-30 11:59:54.8 UTC+02:00,2026-04-30 11:59:54.8 UTC+02:00,1,1.8,2.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2859.042,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
108,,,282377.907,4824862.987,52.388,20,-5.69381484,43.54498379,52.388,Global,0.010,0.010,0.018,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:03.2 UTC+02:00,2026-04-30 12:00:03.2 UTC+02:00,1,2.1,2.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2869.373,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
109,,,282384.651,4824857.431,52.099,100,-5.69372923,43.54493579,52.099,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:10.4 UTC+02:00,2026-04-30 12:00:10.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2876.155,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
110,,,282388.577,4824852.634,51.981,100,-5.69367875,43.54489379,51.981,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:16.4 UTC+02:00,2026-04-30 12:00:16.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2881.635,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,11,0,Reach RS3,824349ADB8F8C4C3
111,,,282388.212,4824846.253,52.352,,-5.69368072,43.54483629,52.352,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:43.0 UTC+02:00,2026-04-30 12:00:43.0 UTC+02:00,1,1.8,2.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2887.799,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
112,,,282391.339,4824842.096,52.290,,-5.69364039,43.54479981,52.290,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:47.0 UTC+02:00,2026-04-30 12:00:47.0 UTC+02:00,1,1.9,2.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2892.493,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
113,,,282395.221,4824837.391,52.175,,-5.69359050,43.54475863,52.175,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:51.0 UTC+02:00,2026-04-30 12:00:51.0 UTC+02:00,1,1.8,2.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2897.878,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
114,,,282402.683,4824828.259,52.131,,-5.69349457,43.54467867,52.131,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:00:59.0 UTC+02:00,2026-04-30 12:00:59.0 UTC+02:00,1,1.9,2.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2908.319,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
115,,,282411.797,4824819.336,52.132,,-5.69337829,43.54460107,52.132,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:09.8 UTC+02:00,2026-04-30 12:01:09.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2918.900,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
116,,,282422.866,4824811.527,51.836,,-5.69323830,43.54453406,51.836,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:20.2 UTC+02:00,2026-04-30 12:01:20.2 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2928.826,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
117,,,282429.824,4824806.285,51.758,,-5.69315017,43.54448894,51.758,Global,0.011,0.010,0.015,0.015,1.934,m,FIX,RTK,2026-04-30 12:01:26.8 UTC+02:00,2026-04-30 12:01:26.8 UTC+02:00,1,1.9,2.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2935.401,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
118,,,282436.736,4824801.392,51.794,,-5.69306274,43.54444694,51.794,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:32.6 UTC+02:00,2026-04-30 12:01:32.6 UTC+02:00,1,1.7,2.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2941.633,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
119,,,282444.756,4824796.374,51.660,,-5.69296156,43.54440415,51.660,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:39.2 UTC+02:00,2026-04-30 12:01:39.2 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2948.241,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
120,,,282450.215,4824793.391,51.599,,-5.69289287,43.54437891,51.599,Global,0.013,0.010,0.018,0.016,1.934,m,FIX,RTK,2026-04-30 12:01:43.4 UTC+02:00,2026-04-30 12:01:43.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2952.324,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
121,,,282455.561,4824790.836,51.556,,-5.69282574,43.54435749,51.556,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:47.4 UTC+02:00,2026-04-30 12:01:47.4 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2955.972,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
122,,,282462.176,4824788.413,51.584,,-5.69274298,43.54433762,51.584,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:52.4 UTC+02:00,2026-04-30 12:01:52.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2959.774,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
123,,,282469.704,4824785.355,51.533,,-5.69264867,43.54431231,51.533,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:01:58.0 UTC+02:00,2026-04-30 12:01:58.0 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2964.411,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,11,0,Reach RS3,824349ADB8F8C4C3
124,,,282479.608,4824781.346,51.506,,-5.69252461,43.54427914,51.506,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:02:05.4 UTC+02:00,2026-04-30 12:02:05.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2970.518,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
125,,,282491.019,4824779.285,51.379,,-5.69238268,43.54426392,51.379,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:02:13.2 UTC+02:00,2026-04-30 12:02:13.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2975.101,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
126,,,282501.067,4824775.704,51.309,,-5.69225700,43.54423465,51.309,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:02:20.4 UTC+02:00,2026-04-30 12:02:20.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2980.883,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,11,0,Reach RS3,824349ADB8F8C4C3
127,,,282507.898,4824774.166,51.291,,-5.69217193,43.54422280,51.291,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:02:25.4 UTC+02:00,2026-04-30 12:02:25.4 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2983.958,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
